,Destination_Port,Flow_Duration,Total_Length_of_Fwd_Packets,Fwd_Packet_Length_Mean,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Max,Fwd_Header_Length,Fwd_Packets/s,Bwd_Packets/s,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,Average_Packet_Size,Avg_Fwd_Segment_Size,Subflow_Fwd_Bytes,Init_Win_bytes_forward,Active_Min,Idle_Mean,Idle_Max,Idle_Min,Label
11940,443,118236958,7958,13.6034188,72051.77209,2040900.554,58900000,118000000,202460.5445,3421386.79,58900000,118000000,111878.4962,59000000,11712,4.947691567,8.93967519,2860,943.4662203,775.3440071,601158.3294,944.0408039,13.6034188,7958,8192,93581,58500000.0,58900000,58000000,-1
11941,53,32028,62,31.0,10676.0,18409.10202,31933,47,47.0,0.0,47,48,48.0,48,40,62.44536031,62.44536031,84,52.2,29.02929555,842.7,65.25,31.0,62,-1,0,0.0,0,0,-1
11942,54486,456,43,14.333333333299999,228.0,316.7838379716,452,456,228.0,316.7838379716,452,0,0.0,0,60,6578.9473684211,0.0,31,12.25,12.5,156.25,16.3333333333,14.333333333299999,43,946,0,0.0,0,0,-1
11943,58090,48,0,0.0,48.0,0.0,48,0,0.0,0.0,0,0,0.0,0,32,20833.3333333333,20833.3333333333,0,0.0,0.0,0.0,0.0,0.0,0,357,0,0.0,0,0,-1
11944,53,31067,51,51.0,31067.0,0.0,31067,0,0.0,0.0,0,0,0.0,0,32,32.1884958316,32.1884958316,99,67.0,27.71281292110001,768.0,100.5,51.0,51,-1,0,0.0,0,0,-1
11945,53,206212,180,45.0,41242.4,56987.57517,113941,92267,30755.66667,53266.91322,92263,4,4.0,4,104,19.39751324,9.698756619,238,100.1428571,94.17435704,8868.809524,116.8333333,45.0,180,-1,0,0.0,0,0,-1
11946,53,30831,74,37.0,10277.0,17795.0899969626,30825,3,3.0,0.0,3,3,3.0,3,40,64.8697739288,64.8697739288,135,76.2,53.676810635500004,2881.2,95.25,37.0,74,-1,0,0.0,0,0,-1
11947,53,68886,50,50.0,68886.0,0.0,68886,0,0.0,0.0,0,0,0.0,0,32,14.5167377987,14.5167377987,148,82.6666666667,56.580326380600006,3201.3333333333007,124.0,50.0,50,-1,0,0.0,0,0,-1
11948,53,15356100,94,47.0,5118700.0,8725011.632000001,15200000,15300000,15300000.0,0.0,15300000,15300000,15300000.0,15300000,64,0.130241402,0.130241402,167,85.6,53.72894937,2886.8,107.0,47.0,94,-1,62831,15200000.0,15200000,15200000,-1
11949,53,227,102,51.0,75.66666667,47.05670338,130,48,48.0,0.0,48,49,49.0,49,64,8810.572687,8810.572687,112,75.4,33.41107601,1116.3,94.25,51.0,102,-1,0,0.0,0,0,-1
11950,54593,32632,280,140.0,16316.0,22979.55618,32565,32632,32632.0,0.0,32632,0,0.0,0,40,61.28953175,30.64476587,274,140.0,154.7298721,23941.33333,186.6666667,140.0,280,60,0,0.0,0,0,-1
11951,443,60981929,1106,65.05882353,2102825.1380000003,4112467.797,10000000,61000000,3811370.563,4996299.228,10100000,60900000,5077575.1669999985,10100000,552,0.278771109,0.213177907,1502,144.5483871,387.6039937,150236.8559,149.3666667,65.05882353,1106,29200,50316,10000000.0,10000000,9960057,-1
11952,443,61228574,1598,88.77777778,1855411.333,3900688.861,10000000,61200000,3601680.824,4938690.677,10100000,61100000,4075066.333,10100000,584,0.293980389,0.261315901,1448,201.9142857,409.5489895,167730.3748,207.8529412,88.77777778,1598,29200,102354,10000000.0,10000000,9959912,-1
11953,53492,3,12,6.0,3.0,0.0,3,3,3.0,0.0,3,0,0.0,0,40,666666.666666667,0.0,6,6.0,0.0,0.0,9.0,6.0,12,360,0,0.0,0,0,-1
11954,80,47999990,321,35.66666667,2526315.2630000003,4202104.259,10000000,42000000,5255725.625,5123613.3780000005,10000000,48000000,4798472.5,10000000,192,0.187500039,0.229166714,1460,284.14285710000007,563.4714088,317500.0286,298.35,35.66666667,321,8192,15039,9999945.5,10000000,9999315,-1
11955,443,114777474,2624,174.93333333330003,4099195.5,4842137.66020216,10051822,114753407,8196671.92857143,3591329.90811674,10075665,114753509,8827193.0,10075889,300,0.1306876644,0.1219751534,1310,120.5666666667,336.7927515124,113429.35747126401,124.724137931,174.93333333330003,2624,253,23843,9522833.16666667,10051822,6166027,-1
11956,123,67083531,96,48.0,22400000.0,38600000.0,66900000,67000000,67000000.0,0.0,67000000,67000000,67000000.0,67000000,64,0.029813577,0.029813577,48,48.0,0.0,0.0,60.0,48.0,96,-1,83895,66900000.0,66900000,66900000,-1
11957,22,1575028,2632,75.2,21284.16216,115188.4215,968898,1575028,46324.35294,180642.1622,1010216,606021,15539.0,195031,724,22.22182717,25.39637391,976,121.92105259999998,249.7258637,62363.00702000001,123.54666670000002,75.2,2632,8192,0,0.0,0,0,-1
11958,80,5651654,12,4.0,1883884.66666667,3242374.21455796,5627831,5651654,2825827.0,3962632.05862366,5627831,0,0.0,0,72,0.5308180579,0.17693935260000002,6,2.4,3.286335345,10.8,3.0,4.0,12,8192,0,0.0,0,0,-1
11959,53,31426,70,35.0,10475.33333,18140.34549,31422,1,1.0,0.0,1,3,3.0,3,80,63.64157067,63.64157067,84,54.6,26.83840532,720.3,68.25,35.0,70,-1,0,0.0,0,0,-1
11960,53,30407,51,51.0,30407.0,0.0,30407,0,0.0,0.0,0,0,0.0,0,20,32.88716414,32.88716414,67,56.33333333,9.237604307,85.33333333,84.5,51.0,51,-1,0,0.0,0,0,-1
11961,53,204,96,48.0,68.0,34.64101615,108,48,48.0,0.0,48,48,48.0,48,64,9803.921569,9803.921569,134,82.4,47.10413995,2218.8,103.0,48.0,96,-1,0,0.0,0,0,-1
11962,445,186820,168,24.0,18682.0,41846.23133,123947,186820,31136.66667,51998.48506,124294,62792,20930.66667,62784,164,37.46922171,21.41098383,252,56.0,95.69553994,9157.636364,61.09090909,24.0,168,8192,0,0.0,0,0,-1
11963,53,31244,72,36.0,10414.66667,17993.71194,31192,4,4.0,0.0,4,48,48.0,48,40,64.01229036,64.01229036,84,55.2,26.29068276,691.2,69.0,36.0,72,-1,0,0.0,0,0,-1
11964,1049,108,4,2.0,36.0,22.5166605,49,49,49.0,0.0,49,49,49.0,49,48,18518.51852,18518.51852,6,3.6,2.19089023,4.8,4.5,2.0,4,1024,0,0.0,0,0,-1
11965,53,164611,66,33.0,54870.33333,94994.90692,164561,1,1.0,0.0,1,49,49.0,49,64,12.14985633,12.14985633,123,69.0,49.29503018,2430.0,86.25,33.0,66,-1,0,0.0,0,0,-1
11966,443,117171909,1681,32.32692308,1074971.642,3055296.4310000013,10000000,117000000,2297488.412,4171069.766,10000000,111000000,1938773.439,10100000,1052,0.443792377,0.49499919,4380,828.2792793,1130.486952,1278000.749,835.8090909,32.32692308,1681,8192,23411,9641817.333,10000000,5638568,-1
11967,443,143,12,6.0,143.0,0.0,143,143,143.0,0.0,143,0,0.0,0,40,13986.01399,0.0,6,6.0,0.0,0.0,9.0,6.0,12,303,0,0.0,0,0,-1
11968,52524,55,0,0.0,55.0,0.0,55,0,0.0,0.0,0,0,0.0,0,32,18181.818181818202,18181.818181818202,0,0.0,0.0,0.0,0.0,0.0,0,357,0,0.0,0,0,-1
11969,53,48588,64,32.0,16196.0,28045.36668000001,48580,4,4.0,0.0,4,4,4.0,4,40,41.16242694,41.16242694,216,105.6,100.7809506,10156.8,132.0,32.0,64,-1,0,0.0,0,0,-1
11970,443,115533001,5667,283.35,2888325.025,4501522.975,10000000,116000000,6080684.2629999975,4881045.018999998,10000000,111000000,5531586.6,10000000,412,0.17311071100000006,0.181766247,4949,268.5238095,837.3828927999997,701210.1092,275.0731707,283.35,5667,8192,34917,10000000.0,10000000,9999650,-1
11971,443,116449426,2518,57.2272727273,1252144.3655914,3273884.79829468,10007503,116449426,2708126.18604651,4422572.72402538,10030824,110738408,2259967.51020408,10031022,892,0.3778464309,0.4293709443,4096,801.7157894736999,1116.0973005623,1245673.18432251,810.2446808511,57.2272727273,2518,8192,23286,9638545.33333333,10007503,5687575,-1
11972,80,85634172,344,68.8,7784924.727000001,25800000.0,85500000,85500000,21400000.0,42700000.0,85500000,85600000,14300000.0,85500000,144,0.058387906,0.081743069,5792,918.8461538,1715.761145,2943836.308,995.4166667000003,68.8,344,0,11983,85500000.0,85500000,85500000,1
11973,80,23281,0,0.0,23281.0,0.0,23281,0,0.0,0.0,0,0,0.0,0,32,42.95348138,42.95348138,0,0.0,0.0,0.0,0.0,0.0,0,350,0,0.0,0,0,-1
11974,53,25070,70,35.0,8356.666667,14469.8412,25065,1,1.0,0.0,1,4,4.0,4,40,79.77662545,79.77662545,114,66.6,43.27008204,1872.3,83.25,35.0,70,-1,0,0.0,0,0,-1
11975,1434,84,4,2.0,28.0,42.43819035,77,4,4.0,0.0,4,3,3.0,3,48,23809.52381,23809.52381,6,3.6,2.19089023,4.8,4.5,2.0,4,1024,0,0.0,0,0,-1
11976,53,431,74,37.0,143.66666669999995,223.2965144,401,29,29.0,0.0,29,1,1.0,1,64,4640.37123,4640.37123,89,57.8,28.48157299,811.2,72.25,37.0,74,-1,0,0.0,0,0,-1
11977,53,292,78,39.0,97.3333333333,165.9889554559,289,1,1.0,0.0,1,2,2.0,2,64,6849.3150684932,6849.3150684932,178,94.6,76.1334354932,5796.3,118.25,39.0,78,-1,0,0.0,0,0,-1
11978,80,48752,409,68.1666666667,4875.2,9196.583167435401,22307,48752,9750.4,12259.4576266652,23955,24414,6103.5,22795,204,123.0718739744,102.55989497870002,2171,456.3333333333,773.1310994713001,597731.696969697,497.8181818182,68.1666666667,409,65535,0,0.0,0,0,-1
11979,9929,32,4,2.0,10.66666667,14.2243922,27,1,1.0,0.0,1,4,4.0,4,48,62500.0,62500.0,6,3.6,2.19089023,4.8,4.5,2.0,4,1024,0,0.0,0,0,-1
11980,24080,81087,11607,2321.4,11583.85714,30197.647360000014,80064,81087,20271.75,39863.08122,80064,692,346.0,628,112,61.66216533,36.9972992,10135,1292.555556,3350.634907,11200000.0,1454.125,2321.4,11607,29200,0,0.0,0,0,-1
11981,139,116133763,2166,86.64,2419453.39583333,16737477.3675103,115964232,116133763,4838906.79166667,23669601.34808949,115964232,127706,5552.4347826087,42371,816,0.2152690084,0.206658248,440,110.76,135.0048464739,18226.308571428603,113.0204081633,86.64,2166,29200,0,0.0,0,0,-1
11982,62917,493,12,6.0,493.0,0.0,493,493,493.0,0.0,493,0,0.0,0,40,4056.795132,0.0,6,6.0,0.0,0.0,9.0,6.0,12,180,0,0.0,0,0,-1
11983,53,356,70,35.0,118.6666667,162.9304555,305,48,48.0,0.0,48,3,3.0,3,64,5617.977528,5617.977528,378,172.2,187.8688372,35294.7,215.25,35.0,70,-1,0,0.0,0,0,-1
11984,5415,90,6,6.0,90.0,0.0,90,0,0.0,0.0,0,0,0.0,0,20,11111.11111,11111.11111,6,6.0,0.0,0.0,9.0,6.0,6,288,0,0.0,0,0,-1
11985,53,149,70,35.0,49.6666666667,79.9645754902,142,3,3.0,0.0,3,4,4.0,4,80,13422.818791946298,13422.818791946298,89,56.6,29.577018105300002,874.8,70.75,35.0,70,-1,0,0.0,0,0,-1
11986,4550,2,4,2.0,2.0,0.0,2,2,2.0,0.0,2,0,0.0,0,48,1000000.0,0.0,2,2.0,0.0,0.0,3.0,2.0,4,1024,0,0.0,0,0,-1
11987,53,51889,59,59.0,51889.0,0.0,51889,0,0.0,0.0,0,0,0.0,0,32,19.2719073407,19.2719073407,105,74.3333333333,26.5581123827,705.3333333333003,111.5,59.0,59,-1,0,0.0,0,0,-1
11988,53,63138,72,36.0,21046.0,36450.143223312596,63135,2,2.0,0.0,2,1,1.0,1,40,31.6766448098,31.6766448098,132,74.4,52.5813655205,2764.8,93.0,36.0,72,-1,0,0.0,0,0,-1
11989,443,16264091,1329,132.9,956711.2353,2684764.651,9890426,16300000,1807121.222,3582672.381,9890426,10400000,1488118.429,10100000,212,0.614851454,0.491881163,1460,232.2631579,428.5243209,183633.0936,245.1666667,132.9,1329,8192,101306,7817583.0,9890426,5744740,-1
11990,53,47317,84,42.0,15772.33333,27313.28653,47311,3,3.0,0.0,3,3,3.0,3,64,42.2681066,42.2681066,96,63.6,29.57701811,874.8,79.5,42.0,84,-1,0,0.0,0,0,-1
11991,53,59244,76,38.0,19748.0,34198.47717,59237,4,4.0,0.0,4,3,3.0,3,64,33.75869286,33.75869286,86,57.2,26.29068276,691.2,71.5,38.0,76,-1,0,0.0,0,0,-1
11992,53,233,72,36.0,77.66666667,93.36130533,182,49,49.0,0.0,49,2,2.0,2,76,8583.690987,8583.690987,110,65.6,40.53146926,1642.8,82.0,36.0,72,-1,0,0.0,0,0,-1
11993,443,93400012,9715,285.7352941176,1245333.49333333,7289031.91677444,45002287,93372292,2829463.39393939,10876893.9543748,45025302,93376632,2277478.82926829,45030007,692,0.3640256492,0.4496787431,2920,884.4155844155998,922.8344544283999,851623.430280246,896.0526315789,285.7352941176,9715,8192,23015,44974722.0,45002287,44947157,-1
11994,443,929,0,0.0,464.5,652.6595590352,926,929,464.5,652.6595590352,926,0,0.0,0,96,3229.2787944026,0.0,0,0.0,0.0,0.0,0.0,0.0,0,33300,0,0.0,0,0,-1
11995,50263,153,0,0.0,153.0,0.0,153,0,0.0,0.0,0,0,0.0,0,20,6535.947712,6535.947712,0,0.0,0.0,0.0,0.0,0.0,0,127,0,0.0,0,0,-1
11996,80,6027615,0,0.0,1205523.0,1900606.356,4473936,6027615,2009205.0,2191456.46,4473936,1273154,1273154.0,1273154,136,0.663612391,0.331806195,0,0.0,0.0,0.0,0.0,0.0,0,29200,0,0.0,0,0,-1
11997,53,212,56,28.0,70.6666666667,117.20210464549999,206,3,3.0,0.0,3,3,3.0,3,40,9433.962264151,9433.962264151,124,66.4,52.5813655205,2764.8,83.0,28.0,56,-1,0,0.0,0,0,-1
11998,80,60135474,1083,120.3333333,3537380.824,4901652.891,10200000,51300000,6407329.375,5277011.288,10200000,60100000,7510644.75,10200000,296,0.149662078,0.149662078,1083,91.0,282.14121760000006,79603.66667,96.05555556,120.3333333,1083,29200,50457,10200000.0,10200000,10200000,-1
11999,53,271,80,40.0,90.33333333,117.1722379,223,1,1.0,0.0,1,47,47.0,47,40,7380.073801,7380.073801,360,168.0,175.2712184,30720.0,210.0,40.0,80,-1,0,0.0,0,0,-1
12000,443,5436025,617,88.14285714290001,543602.5,1680788.2401601004,5326923,5436025,906004.166666667,2194759.06965292,5386001,89560,29853.3333333333,69393,160,1.2877056305,0.7358317889,517,65.0833333333,148.7233296692,22118.6287878788,71.0,88.14285714290001,617,29200,109101,5326923.0,5326923,5326923,-1
12001,43354,59,0,0.0,59.0,0.0,59,0,0.0,0.0,0,0,0.0,0,32,16949.1525423729,16949.1525423729,0,0.0,0.0,0.0,0.0,0.0,0,119,0,0.0,0,0,-1
12002,53,32098,180,45.0,6419.6,13726.0348,30958,30966,10322.0,17871.30023,30958,3,3.0,3,104,124.6183563,62.30917814,156,76.71428571,54.16245405,2933.571429,89.5,45.0,180,-1,0,0.0,0,0,-1
12003,443,5296585,355,35.5,331036.5625,1234596.273,4959068,5296585,588509.4444,1639621.408,4959068,210859,35143.16667,116968,328,1.888008972,1.32160628,1448,277.5,517.2885473,267587.4412,293.8235294,35.5,355,29200,0,0.0,0,0,-1
12004,80,99515818,338,48.28571429,9951581.8,31400000.0,99400000,99400000,16600000.0,40600000.0,99400000,162453,54151.0,151292,220,0.070340576,0.040194615,8688,994.4166667000003,2561.531483,6561443.538,1084.818182,48.28571429,338,251,999,99400000.0,99400000,99400000,1
12005,64378,58,0,0.0,58.0,0.0,58,0,0.0,0.0,0,0,0.0,0,32,17241.37931,17241.37931,0,0.0,0.0,0.0,0.0,0.0,0,122,0,0.0,0,0,-1
12006,53,320,60,30.0,106.6666667,182.1546962,317,1,1.0,0.0,1,2,2.0,2,80,6250.0,6250.0,121,66.4,49.84275273,2484.3,83.0,30.0,60,-1,0,0.0,0,0,-1
12007,80,14147,12,6.0,4715.666667,7692.941722,13594,553,553.0,0.0,553,14121,14121.0,14121,40,141.37272919999995,141.37272919999995,6,3.6,3.286335345,10.8,4.5,6.0,12,0,0,0.0,0,0,1
12008,53,31173,86,43.0,10391.0,17993.409819999993,31168,2,2.0,0.0,2,3,3.0,3,40,64.15808552,64.15808552,98,65.0,30.12474066,907.5,81.25,43.0,86,-1,0,0.0,0,0,-1
12009,443,3604315,135,27.0,720863.0,1561395.118,3513792,3604315,901078.75,1742074.022,3513792,0,0.0,0,100,1.387226144,0.277445229,46,32.42857143,18.86670032,355.952381,37.83333333,27.0,135,258,0,0.0,0,0,-1
12010,35136,79,0,0.0,79.0,0.0,79,0,0.0,0.0,0,0,0.0,0,32,12658.22785,12658.22785,0,0.0,0.0,0.0,0.0,0.0,0,70,0,0.0,0,0,-1
12011,53,71611,47,47.0,71611.0,0.0,71611,0,0.0,0.0,0,0,0.0,0,32,13.96433509,13.96433509,79,57.66666667,18.47520861,341.3333333,86.5,47.0,47,-1,0,0.0,0,0,-1
12012,53,201,142,71.0,67.0,75.62407024,150,2,2.0,0.0,2,49,49.0,49,64,9950.248756,9950.248756,121,91.0,27.38612788,750.0,113.75,71.0,142,-1,0,0.0,0,0,-1
12013,80,217244,2208,552.0,31034.8571428571,50962.9407917445,105688,105604,35201.3333333333,60871.771752868604,105490,111792,37264.0,105840,136,18.4124762939,18.4124762939,1448,387.0,607.4545250469,369001.0,435.375,552.0,2208,29200,0,0.0,0,0,-1
12014,53,170,116,58.0,56.66666667,57.49202843,118,4,4.0,0.0,4,48,48.0,48,40,11764.70588,11764.70588,74,64.4,8.76356092,76.8,80.5,58.0,116,-1,0,0.0,0,0,-1
12015,22,1307560,2664,64.97560976,15566.19048,104530.6544,953527,1307560,32689.0,158878.2314,996254,353901,8230.255814,96167,1328,31.35611368,33.65046346,976,111.83720929999998,239.6868477,57449.78495,113.1529412,64.97560976,2664,29200,0,0.0,0,0,-1
12016,80,46032041,245,61.25,6576005.857000003,17400000.0,46000000,33411,11137.0,9566.617636,17806,46000000,15300000.0,46000000,92,0.086895995,0.086895995,2398,295.0,792.2761514,627701.5,331.875,61.25,245,8192,0,0.0,0,0,-1
12017,53,164363,86,43.0,54787.66667000001,94849.99176,164311,3,3.0,0.0,3,49,49.0,49,64,12.168188699999998,12.168188699999998,227,116.6,100.7809506,10156.8,145.75,43.0,86,-1,0,0.0,0,0,-1
12018,14046,95,6,6.0,95.0,0.0,95,0,0.0,0.0,0,0,0.0,0,20,10526.31579,10526.31579,6,6.0,0.0,0.0,9.0,6.0,6,913,0,0.0,0,0,-1
12019,53,30976,76,38.0,10325.33333,17799.99748,30879,49,49.0,0.0,49,48,48.0,48,40,64.5661157,64.5661157,54,44.4,8.76356092,76.8,55.5,38.0,76,-1,0,0.0,0,0,-1
12020,2368,3,0,0.0,3.0,0.0,3,3,3.0,0.0,3,0,0.0,0,40,666666.6667,0.0,0,0.0,0.0,0.0,0.0,0.0,0,373,0,0.0,0,0,-1
12021,53,267,64,32.0,89.0,148.9597261007,261,4,4.0,0.0,4,2,2.0,2,40,7490.6367041199,7490.6367041199,48,38.4,8.7635609201,76.8,48.0,32.0,64,-1,0,0.0,0,0,-1
12022,53,201,68,34.0,67.0,109.1192009,193,4,4.0,0.0,4,4,4.0,4,40,9950.248756,9950.248756,140,76.4,58.0585911,3370.8,95.5,34.0,68,-1,0,0.0,0,0,-1
12023,56143,59,0,0.0,59.0,0.0,59,0,0.0,0.0,0,0,0.0,0,32,16949.15254,16949.15254,0,0.0,0.0,0.0,0.0,0.0,0,180,0,0.0,0,0,-1
12024,53,861,60,30.0,287.0,492.7687084,856,3,3.0,0.0,3,2,2.0,2,40,2322.880372,2322.880372,133,71.2,56.41542342,3182.7,89.0,30.0,60,-1,0,0.0,0,0,-1
12025,80,72559,308,102.6666667,9069.875,22421.40993,64145,7992,3996.0,5645.5405409999985,7988,72476,14495.2,64145,104,41.34566353,82.69132706,2907,1190.3,1473.386881,2170868.9,1322.555556,102.6666667,308,29200,0,0.0,0,0,1
12026,52573,3,37,18.5,3.0,0.0,3,3,3.0,0.0,3,0,0.0,0,40,666666.6667,0.0,31,22.66666667,14.43375673,208.3333333,34.0,18.5,37,946,0,0.0,0,0,-1
12027,80,402981,0,0.0,201490.5,225604.5399,361017,402981,201490.5,225604.5399,361017,0,0.0,0,96,7.444519717,0.0,0,0.0,0.0,0.0,0.0,0.0,0,264,0,0.0,0,0,-1
12028,59422,57,0,0.0,57.0,0.0,57,0,0.0,0.0,0,0,0.0,0,32,17543.85965,17543.85965,0,0.0,0.0,0.0,0.0,0.0,0,116,0,0.0,0,0,-1
12029,80,117321680,12,2.0,23500000.0,52500000.0,117000000,117000000,23500000.0,52500000.0,117000000,0,0.0,0,176,0.051141443,0.0,6,1.714285714,2.927700219,8.571428571,2.0,2.0,12,251,3967,117000000.0,117000000,117000000,1
12030,80,5099629,0,0.0,1699876.333,2912655.876,5063056,5099629,2549814.5,3554260.215,5063056,0,0.0,0,104,0.5882780879999999,0.196092696,0,0.0,0.0,0.0,0.0,0.0,0,29200,0,0.0,0,0,-1
12031,63697,38,6,6.0,38.0,0.0,38,0,0.0,0.0,0,0,0.0,0,20,26315.7894736842,26315.7894736842,6,6.0,0.0,0.0,9.0,6.0,6,30016,0,0.0,0,0,-1
12032,53,30697,52,52.0,30697.0,0.0,30697,0,0.0,0.0,0,0,0.0,0,20,32.57647327,32.57647327,116,73.33333333,36.95041723,1365.333333,110.0,52.0,52,-1,0,0.0,0,0,-1
12033,80,98251719,355,59.16666667,9825171.9,31100000.0,98200000,98200000,19600000.0,43900000.0,98200000,33296,8324.0,21133,200,0.061067634,0.050889695,7240,995.8333332999997,2157.24508,4653706.3330000015,1086.363636,59.16666667,355,274,5,98200000.0,98200000,98200000,1
12034,53,23491,92,46.0,7830.333333,13559.07111,23487,1,1.0,0.0,1,3,3.0,3,64,85.13898940000001,85.13898940000001,131,80.0,46.55641739,2167.5,100.0,46.0,92,-1,0,0.0,0,0,-1
12035,80,178560,400,80.0,25508.57143,42360.68452,87547,178560,44640.0,50703.04995,89536,89837,44918.5,88053,172,28.00179211,16.80107527,568,107.5555556,217.5173045,47313.77778,121.0,80.0,400,65535,0,0.0,0,0,-1
12036,59829,4,31,10.33333333,2.0,1.4142135619999998,3,4,2.0,1.4142135619999998,3,0,0.0,0,96,750000.0,0.0,31,7.75,15.5,240.25,10.33333333,10.33333333,31,939,0,0.0,0,0,-1
12037,53,307,68,34.0,102.3333333,171.18508500000004,300,4,4.0,0.0,4,3,3.0,3,64,6514.65798,6514.65798,66,46.8,17.52712184,307.2,58.5,34.0,68,-1,0,0.0,0,0,-1
12038,53,62423,68,34.0,20807.66667,36033.87368,62416,4,4.0,0.0,4,3,3.0,3,64,32.03947263,32.03947263,127,71.2,50.93819785,2594.7,89.0,34.0,68,-1,0,0.0,0,0,-1
12039,443,65821459,1030,60.58823529,1994589.667,3995804.863,10200000,61500000,3841840.938,5096469.244,10200000,65800000,4112420.437,10200000,552,0.258274433,0.258274433,2461,248.7142857,576.8772717,332787.3866,256.02941180000005,60.58823529,1030,29200,22075,10200000.0,10200000,10100000,-1
12040,443,495889,724,24.13333333,8129.327869,29977.32419,217260,495596,17089.51724,42126.53911000001,217260,472099,15229.0,253599,968,60.49740970000001,64.53057035,4042,927.8253968,1116.340501,1246216.114,942.7903226,24.13333333,724,29200,0,0.0,0,0,-1
12041,7761,41,6,6.0,41.0,0.0,41,0,0.0,0.0,0,0,0.0,0,20,24390.2439,24390.2439,6,6.0,0.0,0.0,9.0,6.0,6,512,0,0.0,0,0,-1
12042,53,47946,57,57.0,47946.0,0.0,47946,0,0.0,0.0,0,0,0.0,0,20,20.85679723,20.85679723,111,75.0,31.17691454,972.0,112.5,57.0,57,-1,0,0.0,0,0,-1
12043,53,97273,66,33.0,32424.33333,56156.26263,97268,1,1.0,0.0,1,4,4.0,4,80,20.56069002,20.56069002,200,99.8,91.4696671,8366.7,124.75,33.0,66,-1,0,0.0,0,0,-1
12044,443,117288685,614,47.23076923,4691547.4,16200000.0,58900000,117000000,9774057.083,22700000.0,58900000,117000000,9766274.5,59000000,272,0.110837631,0.110837631,1430,195.8888889,431.3202748,186037.1795,203.4230769,47.23076923,614,8192,86828,58500000.0,58900000,58000000,-1
12045,443,213270,376,53.71428571,16405.384619999993,16784.48922,43875,205824,34304.0,14871.62334,48446,172833,28805.5,87252,152,32.8222441,32.8222441,1460,277.6,505.57545710000005,255606.5429,297.4285713999999,53.71428571,376,8192,0,0.0,0,0,-1
12046,80,98298650,376,53.71428571,8191554.167,28400000.0,98300000,98300000,16400000.0,40100000.0,98300000,10406,2081.2,9938,220,0.071211558,0.061038478,5792,855.0714286,1666.230128,2776322.841,920.8461538,53.71428571,376,251,997,98300000.0,98300000,98300000,1
12047,80,16135647,526,75.14285714,1613564.7,3424092.419,9894329,16100000,2689274.5,4227658.683,9894329,10200000,3411604.667,9997175,164,0.433822083,0.247898333,1196,243.6666667,467.1513933,218230.4242,265.8181818,75.14285714,526,8192,340239,9894329.0,9894329,9894329,-1
12048,443,119032175,1853,71.2692307692,2052278.87931035,10814481.311472,58924433,119032175,4761287.0,16267740.8010465,58924433,118938662,3716833.1875,59011128,532,0.2184283367000001,0.2772359658,1430,396.9333333333,572.7240251984999,328012.809039548,403.66101694919996,71.2692307692,1853,8192,86822,58777455.5,58924433,58630478,-1
12049,123,36847,48,48.0,36847.0,0.0,36847,0,0.0,0.0,0,0,0.0,0,32,27.1392515,27.1392515,48,48.0,0.0,0.0,72.0,48.0,48,-1,0,0.0,0,0,-1
12050,2340,15,0,0.0,15.0,0.0,15,15,15.0,0.0,15,0,0.0,0,40,133333.3333,0.0,0,0.0,0.0,0.0,0.0,0.0,0,711,0,0.0,0,0,-1
12051,53,46871,40,40.0,46871.0,0.0,46871,0,0.0,0.0,0,0,0.0,0,20,21.33515393,21.33515393,56,45.33333333,9.237604307,85.33333333,68.0,40.0,40,-1,0,0.0,0,0,-1
12052,39720,107,0,0.0,35.66666667,30.28751118,57,0,0.0,0.0,0,50,25.0,49,32,9345.794393,28037.38318,6,3.6,3.286335345,10.8,4.5,0.0,0,939,0,0.0,0,0,-1
12053,53,159,82,41.0,53.0,54.67174773,110,48,48.0,0.0,48,1,1.0,1,40,12578.61635,12578.61635,73,53.8,17.52712184,307.2,67.25,41.0,82,-1,0,0.0,0,0,-1
12054,53,62194,72,36.0,20731.33333,35823.71818,62097,49,49.0,0.0,49,48,48.0,48,64,32.15744284,32.15744284,100,61.6,35.05424368,1228.8,77.0,36.0,72,-1,0,0.0,0,0,-1
12055,80,20457,0,0.0,20457.0,0.0,20457,20457,20457.0,0.0,20457,0,0.0,0,64,97.76604585,0.0,0,0.0,0.0,0.0,0.0,0.0,0,262,0,0.0,0,0,-1
12056,80,98517161,362,40.22222222,6567810.732999999,25400000.0,98500000,98500000,12300000.0,34800000.0,98500000,34867,5811.166667,21056,284,0.091354642,0.071053611,5792,703.3529412,1537.944852,2365274.368,747.3125,40.22222222,362,251,1005,98500000.0,98500000,98500000,1
12057,443,232904,532,66.5,12939.11111,19922.20127,69147,217358,31051.142860000004,22089.79622,69287,197956,19795.6,104667,172,34.34891629,47.2297599,1410,223.75,434.2868171,188605.0395,235.5263158,66.5,532,8192,0,0.0,0,0,-1
12058,53,79963,68,34.0,26654.33333,46122.49777,79912,3,3.0,0.0,3,48,48.0,48,40,25.01156785,25.01156785,79,52.0,24.64751509,607.5,65.0,34.0,68,-1,0,0.0,0,0,-1
